144,50,58,1509851638.676
144,52,58,1509851638.683
144,48,65,1509851638.688
144,53,53,1509851638.69
144,55,59,1509851638.697
144,50,58,1509851638.961
144,52,58,1509851638.967
144,53,59,1509851638.969
144,48,63,1509851638.976
144,55,63,1509851638.979
144,50,59,1509851639.245
144,52,61,1509851639.247
144,53,58,1509851639.25
144,55,63,1509851639.256
144,48,64,1509851639.5
144,53,61,1509851639.542
144,55,57,1509851639.546
144,50,63,1509851639.548
144,52,61,1509851639.551
144,48,70,1509851639.561
144,53,63,1509851639.836
144,55,59,1509851639.839
144,52,65,1509851639.845
144,50,67,1509851639.847
144,48,70,1509851639.864
144,57,51,1509851639.879
144,53,34,1509851640.109
144,50,40,1509851640.148
144,48,50,1509851640.162
144,79,47,1509851743.071
144,69,38,1509851743.088
144,77,38,1509851743.091
144,76,39,1509851743.128
144,74,50,1509851743.143
144,72,51,1509851743.485
144,67,36,1509851743.488
144,71,59,1509851743.491
144,69,65,1509851743.494
144,67,68,1509851743.501
144,65,68,1509851743.537
144,64,67,1509851743.574
144,62,68,1509851743.605
144,60,67,1509851743.636
144,59,67,1509851743.669
144,57,68,1509851743.696
144,55,65,1509851743.73
144,53,64,1509851743.766
144,52,58,1509851743.814
144,50,58,1509851743.861
144,48,54,1509851743.912
144,47,57,1509851743.964
144,45,54,1509851744.001
144,43,53,1509851744.05
144,41,51,1509851744.093
144,40,52,1509851744.327
144,38,52,1509851744.33
144,36,54,1509851744.332
144,35,57,1509851744.335
144,33,55,1509851744.337
144,31,53,1509851744.394
144,33,39,1509851744.799
144,35,46,1509851744.84
144,36,54,1509851744.862
144,38,49,1509851744.906
144,40,44,1509851744.957
144,41,54,1509851744.992
144,43,64,1509851745.023
144,45,70,1509851745.047
144,47,74,1509851745.075
144,48,65,1509851745.108
144,50,67,1509851745.142
144,52,62,1509851745.178
144,53,62,1509851745.218
144,55,63,1509851745.253
144,57,63,1509851745.485
144,59,61,1509851745.488
144,60,44,1509851745.49
144,84,36,1509851746.21
144,83,33,1509851746.263
144,81,63,1509851746.327
144,76,21,1509851746.329
144,79,46,1509851746.332
144,81,58,1509851746.531
144,84,53,1509851746.566
144,76,32,1509851746.613
144,81,63,1509851746.776
144,76,59,1509851746.788
144,81,68,1509851746.998
144,76,67,1509851747.021
144,81,57,1509851747.258
144,76,53,1509851747.268
144,81,67,1509851747.48
144,84,59,1509851747.498
144,76,47,1509851747.507
144,84,59,1509851747.742
144,81,51,1509851747.744
144,76,52,1509851747.747
144,76,57,1509851747.92
144,81,49,1509851747.975
144,84,41,1509851747.977
144,81,63,1509851748.106
144,76,62,1509851748.112
144,84,50,1509851748.121
144,81,64,1509851748.309
144,84,44,1509851748.35
144,76,64,1509851748.352
144,81,59,1509851748.526
144,76,62,1509851748.58
144,76,64,1509851748.74
144,81,62,1509851748.743
144,84,57,1509851748.932
144,81,55,1509851748.971
144,76,65,1509851748.974
144,81,60,1509851749.152
144,76,54,1509851749.433
144,84,35,1509851749.435
144,84,58,1509851749.438
144,76,57,1509851749.44
144,81,59,1509851749.443
144,81,64,1509851749.563
144,76,55,1509851749.571
144,84,45,1509851749.609
144,84,58,1509851749.755
144,76,57,1509851749.771
144,81,54,1509851749.774
144,81,55,1509851749.96
144,76,50,1509851750.002
144,76,60,1509851750.157
144,81,53,1509851750.176
144,84,43,1509851750.179
144,76,57,1509851750.381
144,84,53,1509851750.407
144,81,54,1509851750.41
144,81,56,1509851750.575
144,84,57,1509851750.867
144,76,55,1509851750.87
144,76,62,1509851750.873
144,81,54,1509851750.875
144,84,39,1509851750.878
144,84,44,1509851750.956
144,81,57,1509851750.994
144,81,64,1509851751.146
144,81,55,1509851751.339
144,76,51,1509851751.568
144,81,47,1509851751.6
144,81,55,1509851751.765
144,76,48,1509851751.828
144,84,44,1509851751.83
144,76,40,1509851751.989
144,81,52,1509851752.185
144,76,57,1509851752.218
144,84,55,1509851752.22
144,81,59,1509851752.37
144,76,50,1509851752.375
144,84,45,1509851752.622
144,81,53,1509851752.625
144,76,38,1509851752.628
144,84,39,1509851752.63
144,81,55,1509851752.751
144,84,54,1509851752.754
144,76,58,1509851752.758
144,84,44,1509851752.922
144,81,56,1509851752.93
144,76,48,1509851752.933
144,81,51,1509851753.131
144,80,65,1509851753.645
144,74,45,1509851753.768
144,84,39,1509851753.867
144,80,38,1509851754.019
144,74,57,1509851754.136
144,80,45,1509851754.39
144,74,65,1509851754.586
144,80,54,1509851754.722
144,84,53,1509851754.789
144,80,70,1509851755.075
144,74,54,1509851755.077
144,84,60,1509851755.189
144,74,62,1509851755.357
144,80,52,1509851755.421
144,57,65,1509851854.922
144,53,68,1509851854.965
144,52,64,1509851854.967
144,48,59,1509851854.97
144,57,68,1509851855.702
144,52,70,1509851855.76
144,53,68,1509851855.763
144,48,54,1509851855.765
144,53,68,1509851865.502
144,57,64,1509851866.689
144,53,72,1509851875.771
144,52,68,1509851877.022
144,50,72,1509851878.113
144,53,74,1509851882.193
144,57,67,1509851883.607
144,57,70,1509851885.092
144,53,70,1509851888.398
144,52,65,1509851889.515
144,50,68,1509851890.73
144,52,68,1509851894.68
144,53,67,1509851895.658
144,57,65,1509851896.885
144,53,67,1509851898.443
144,52,72,1509851900.419
144,50,84,1509851948.346
144,57,67,1509851949.432
144,62,67,1509851952.789
144,64,68,1509851953.526
144,65,68,1509851954.218
144,50,70,1509851955.258
144,58,68,1509851956.934
144,67,67,1509851958.202
144,65,67,1509851958.854
144,64,74,1509851959.581
144,50,72,1509851960.417
144,57,67,1509851961.44
144,62,72,1509851962.542
144,64,67,1509851963.077
144,65,67,1509851963.66
144,50,65,1509851964.588
144,58,61,1509851965.717
144,67,65,1509851966.849
144,65,65,1509851967.438
144,64,72,1509851968.09
144,50,65,1509851969.217
144,57,61,1509851970.31
144,64,72,1509851973.162
144,65,65,1509851973.876
144,62,65,1509851974.514
144,49,68,1509851993.942
144,57,51,1509851993.946
144,62,72,1509851993.96
144,50,64,1509851997.474
144,57,64,1509851998.772
144,65,70,1509852005.26
144,62,64,1509852006.688
144,49,68,1509852007.754
144,69,56,1509852007.812
144,57,59,1509852007.815
144,49,66,1509852009.168
144,57,67,1509852009.171
144,69,68,1509852009.185
144,50,68,1509852011.533
144,57,67,1509852013.3
144,65,65,1509852014.578
144,62,61,1509852015.376
144,67,67,1509852016.379
144,67,58,1509852018.355
144,58,63,1509852018.408
144,55,62,1509852018.411
144,65,70,1509852024.657
144,67,72,1509852025.569
144,58,63,1509852029.049
144,55,62,1509852029.066
144,69,63,1509852029.073
144,67,72,1509852029.76
144,69,70,1509852030.523
144,50,72,1509852032.833
144,67,67,1509852032.86
144,55,68,1509852033.516
144,57,59,1509852034.111
144,55,65,1509852034.905
144,57,61,1509852036.253
144,55,67,1509852037.033
144,50,74,1509852037.843
144,57,67,1509852039.138
144,65,67,1509852044.127
144,67,65,1509852044.957
144,50,68,1509852055.82
144,57,65,1509852056.914
144,62,70,1509852058.006
144,64,65,1509852058.552
144,65,64,1509852059.17
144,50,74,1509852060.155
144,58,69,1509852061.968
144,67,67,1509852063.257
144,65,63,1509852063.806
144,64,74,1509852064.365
144,50,48,1509852065.517
144,57,64,1509852066.607
144,62,63,1509852067.944
144,64,64,1509852068.543
144,65,65,1509852069.14
144,50,62,1509852070.494
144,58,68,1509852071.591
144,67,64,1509852072.626
144,65,67,1509852073.221
144,64,77,1509852073.792
144,50,65,1509852074.817
144,57,59,1509852075.961
144,62,63,1509852077.3
144,65,74,1509852080.824
144,67,65,1509852082.833
144,49,64,1509852086.108
144,57,64,1509852086.127
144,64,74,1509852086.513
144,51,64,1509852088.121
144,57,53,1509852088.137
144,64,61,1509852088.141
144,50,70,1509852090.765
144,57,61,1509852091.844
144,65,65,1509852092.946
144,62,62,1509852093.759
144,57,65,1509852094.967
144,49,68,1509852094.994
144,69,63,1509852094.996
144,50,56,1509852099.667
144,57,44,1509852100.91
144,57,63,1509852101.269
144,65,62,1509852102.317
144,62,67,1509852103.009
144,58,71,1509852104.117
144,67,64,1509852104.132
144,55,59,1509852104.149
144,65,72,1509852105.339
144,67,68,1509852107.491
144,69,64,1509852108.529
144,69,65,1509852109.991
144,55,67,1509852110.003
144,58,66,1509852110.006
144,67,70,1509852111.179
144,69,77,1509852112.126
144,50,70,1509852114.132
144,67,65,1509852114.154
144,55,67,1509852115.151
144,57,67,1509852116.017
144,55,64,1509852116.665
144,57,64,1509852117.376
144,55,65,1509852118.445
144,50,74,1509852119.135
144,57,64,1509852120.557
144,65,68,1509852121.593
144,67,67,1509852122.243
144,58,64,1509852125.113
144,62,70,1509852125.122
144,55,59,1509852125.367
144,64,68,1509852126.229
144,50,74,1509852169.291
144,57,70,1509852170.432
144,62,64,1509852171.723
144,64,58,1509852172.422
144,65,68,1509852173.126
144,50,61,1509852174.342
144,58,62,1509852175.565
144,67,68,1509852176.796
144,65,67,1509852177.388
144,64,70,1509852178.022
144,50,58,1509852179.113
144,57,67,1509852180.271
144,62,70,1509852181.386
144,64,70,1509852181.977
144,65,67,1509852182.562
144,50,64,1509852183.766
144,58,66,1509852184.96
144,67,65,1509852186.281
144,65,63,1509852186.924
144,64,64,1509852187.559
144,50,65,1509852188.893
144,57,62,1509852190.148
144,65,47,1509852191.399
144,67,65,1509852192.15
144,57,61,1509852194.4
144,49,63,1509852194.425
144,62,70,1509852194.427
144,50,65,1509852196.247
144,57,65,1509852197.452
144,65,59,1509852198.672
144,62,61,1509852199.305
144,49,69,1509852199.97
144,57,68,1509852199.981
144,69,67,1509852199.985
144,50,61,1509852201.4
144,57,65,1509852202.706
144,65,64,1509852204.199
144,62,61,1509852204.962
144,49,69,1509852206.033
144,67,63,1509852206.058
144,57,63,1509852206.062
144,58,64,1509852206.828
144,67,67,1509852206.849
144,55,64,1509852206.857
144,65,70,1509852207.753
144,67,72,1509852208.611
144,69,68,1509852210.331
144,58,64,1509852210.343
144,55,58,1509852210.365
144,67,72,1509852211.002
144,69,65,1509852211.7
144,50,70,1509852213.623
144,67,72,1509852213.629
144,55,68,1509852214.839
144,57,67,1509852215.484
144,55,68,1509852216.161
144,57,65,1509852217.021
